player_id,short_name,long_name,fifa_version,club_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,season
233075,Garrido,Jon Ander Garrido Moracia,23,Cádiz,CDM,70,33.0,48.0,56.0,52.0,70.0,88.0,23-24
234933,A. Sedlar,Aleksandar Sedlar,23,Deportivo Alavés,"CB, CDM",70,45.0,43.0,49.0,49.0,70.0,77.0,23-24
235515,Benito,Benito Ramírez del Toro,23,Las Palmas,"LB, LM, RM",70,86.0,65.0,65.0,70.0,63.0,66.0,23-24
235623,Álvaro Jiménez,Álvaro José Jiménez Guerrero,23,Las Palmas,"RM, LM",70,79.0,67.0,66.0,69.0,46.0,65.0,23-24
267976,Pablo Torre,Pablo Torre Carral,23,FC Barcelona,"CAM, CM, LM",69,74.0,59.0,71.0,69.0,42.0,54.0,23-24
255854,Pacheco,Jon Pacheco Dozagarat,23,Real Sociedad,CB,69,52.0,22.0,50.0,48.0,70.0,64.0,23-24
231697,A. Arroyo,Anderson Arroyo Córdoba,23,Deportivo Alavés,"CB, RB",69,70.0,29.0,56.0,60.0,69.0,71.0,23-24
252324,Riquelme,Rodrigo Riquelme Reche,23,Girona,"CAM, CM, LM",69,75.0,65.0,65.0,72.0,38.0,49.0,23-24
245894,Rober,Roberto González Bayón,23,Deportivo Alavés,"RM, ST, CAM",69,79.0,64.0,65.0,71.0,26.0,47.0,23-24
254544,Reinier,Reinier Jesus Carvalho,23,Girona,"CAM, LM, RM",69,69.0,67.0,65.0,75.0,43.0,65.0,23-24
271682,Latasa,Juan Miguel Latasa Fernandez Layos,23,Getafe,ST,69,66.0,69.0,49.0,62.0,21.0,66.0,23-24
241479,Mario Hernández,Mario Hernández Fernández,23,Rayo Vallecano,"RB, CB",69,67.0,31.0,52.0,51.0,70.0,64.0,23-24
258769,Meseguer,Víctor Andrés Meseguer Cavas,23,Granada,CDM,69,63.0,59.0,67.0,68.0,64.0,69.0,23-24
237658,S. Bueno,Santiago Ignacio Bueno Sciutto,23,Girona,CB,69,50.0,31.0,46.0,50.0,69.0,75.0,23-24
240589,Miguel,Miguel de la Fuente Escudero,23,Deportivo Alavés,"ST, RM",69,71.0,68.0,52.0,67.0,31.0,71.0,23-24
241119,Dani Martín,Daniel Martín Fernández,23,Real Betis,GK,69,,,,,,,23-24
196935,Ignasi Miquel,Ignasi Miquel i Pons,23,Granada,CB,69,56.0,35.0,55.0,59.0,69.0,71.0,23-24
236393,Marc Cardona,Marc Cardona Rovira,23,Las Palmas,ST,69,74.0,68.0,60.0,69.0,27.0,61.0,23-24
242489,Pejiño,Francisco Jesús Crespo García,23,Las Palmas,"RM, LM",69,92.0,68.0,63.0,69.0,36.0,50.0,23-24
186680,Raúl Fernández,Raúl Fernández-Cavada Mateos,23,Granada,GK,69,,,,,,,23-24
254653,M. Arezo,Douglas Matías Arezo Martínez,23,Granada,"ST, CAM",68,66.0,70.0,55.0,69.0,37.0,60.0,23-24
261865,Miguel Gutiérrez,Miguel Gutiérrez Ortega,23,Girona,"LB, LWB",68,72.0,47.0,58.0,65.0,65.0,61.0,23-24
263880,Agirrezabala,Julen Agirrezabala,23,Athletic Club,GK,68,,,,,,,23-24
262061,Kaiky,Kaiky Fernandes Melo,23,Almería,CB,68,72.0,31.0,48.0,66.0,71.0,60.0,23-24
262510,Turrientes,Beñat Turrientes Imaz,23,Real Sociedad,"CM, CDM",68,67.0,51.0,69.0,68.0,60.0,54.0,23-24
256097,Javi López,Javier López Carballo,23,Deportivo Alavés,LB,68,69.0,27.0,53.0,56.0,67.0,63.0,23-24
252865,Iker Losada,Iker Losada Aragunde,23,Celta de Vigo,"ST, RM",68,64.0,70.0,54.0,70.0,35.0,49.0,23-24
258396,C. Özkacar,Cenk Özkaçar,23,Valencia,CB,68,53.0,33.0,54.0,59.0,67.0,72.0,23-24
259521,Terrats,Ramón Terrats Espacio,23,Girona,"CDM, CM, CB",68,55.0,44.0,63.0,63.0,66.0,69.0,23-24
247458,Álex Sola,Alejandro Sola López-Ocaña,23,Real Sociedad,"RB, RM, LM",68,72.0,59.0,59.0,70.0,61.0,74.0,23-24
271683,M. Milovanović,Marko Milovanović,23,Almería,ST,68,60.0,69.0,47.0,66.0,21.0,63.0,23-24
240942,Fabio González,Fabio González Estupiñán,23,Las Palmas,"CDM, CM",68,59.0,55.0,61.0,66.0,67.0,67.0,23-24
243201,Álex Domínguez,Alejandro Domínguez Romero,23,Las Palmas,GK,68,,,,,,,23-24
241179,Cristian Rivero,Cristian Rivero Sabater,23,Valencia,GK,68,,,,,,,23-24
228456,Juan Pérez,Juan Manuel Pérez Ruiz,23,Osasuna,GK,68,,,,,,,23-24
221556,O. Mfulu,Omenuke Mfulu,23,Las Palmas,"CDM, CM",68,69.0,54.0,60.0,65.0,66.0,76.0,23-24
189661,Álvaro Giménez,Álvaro Giménez Candela,23,Cádiz,ST,68,70.0,68.0,59.0,65.0,30.0,68.0,23-24
265578,Ilias,Ilias Akhomach Chakkour,23,FC Barcelona,RW,67,72.0,63.0,63.0,70.0,21.0,47.0,23-24
262513,Karrikaburu,Jon Karrikaburu,23,Real Sociedad,ST,67,71.0,67.0,50.0,66.0,26.0,57.0,23-24
259065,Arnau Tenas,Arnau Tenas Ureña,23,FC Barcelona,GK,67,,,,,,,23-24
258466,Leo Román,Leonardo Román Riquelme,23,Mallorca,GK,67,,,,,,,23-24
258922,Marvin,Marvin Olawale Akinlabi Park,23,Las Palmas,"RW, RM, RB",67,79.0,61.0,59.0,68.0,19.0,45.0,23-24
255781,Ricard,Ricard Sánchez Sendra,23,Granada,"RB, RM",67,76.0,57.0,55.0,66.0,61.0,54.0,23-24
263676,Roberto,Roberto Fernández Jaén,23,FC Barcelona,"ST, CAM",67,69.0,67.0,58.0,69.0,36.0,60.0,23-24
264230,Ureña,Óscar Ureña García,23,Girona,"RM, LM",67,79.0,61.0,62.0,70.0,32.0,52.0,23-24
265650,Saúl Coco,Saúl Basilio Coco Bassey Oubiña,23,Las Palmas,CB,67,69.0,33.0,46.0,49.0,68.0,71.0,23-24
264103,Torrente,Raúl Torrente Navarro,23,Granada,"CB, CDM",67,53.0,31.0,51.0,46.0,68.0,67.0,23-24
244921,Sergio Moreno,Sergio Moreno Martínez,23,Osasuna,ST,67,71.0,66.0,51.0,67.0,19.0,52.0,23-24
255258,Óscar Clemente,Óscar Clemente Mues,23,Las Palmas,"RM, CAM, LM",67,73.0,55.0,67.0,63.0,40.0,46.0,23-24
259179,Kike Saverio,Javier Enrique Delgado Saverio,23,Osasuna,LM,67,79.0,62.0,59.0,70.0,41.0,57.0,23-24
262500,Olasagasti,Jon Ander Olasagasti Imizcoz,23,Real Sociedad,"CM, CDM",67,62.0,61.0,65.0,61.0,64.0,68.0,23-24
244089,T. Hara,原 大智,23,Deportivo Alavés,"ST, RM, LM",67,67.0,64.0,53.0,63.0,25.0,77.0,23-24
258359,Martín Calderón,Martín Manuel Calderón Gómez,23,Celta de Vigo,"CDM, CM",67,67.0,61.0,67.0,63.0,64.0,60.0,23-24
259068,I. Kébé,Ibrahima Kébé,23,Girona,"CM, RM, CDM",67,61.0,57.0,60.0,64.0,65.0,77.0,23-24
244523,Javi Hernández,Javier Hernández Carrera,23,Girona,"LB, CB, LM",67,65.0,47.0,61.0,63.0,65.0,69.0,23-24
243304,Zubiaurre,Andoni Zubiaurre Dorronsoro,23,Real Sociedad,GK,67,,,,,,,23-24
251337,Alex Suárez,José Alejandro Suárez Suárez,23,Las Palmas,"CB, RB",67,68.0,36.0,52.0,51.0,66.0,70.0,23-24
264846,Cristhian Mosquera,Cristhian Andrey Mosquera Ibarguen,23,Valencia,CB,66,61.0,39.0,51.0,51.0,67.0,65.0,23-24
258937,Aimar Oroz,Aimar Oroz Huarte,23,Osasuna,"CAM, ST",66,67.0,64.0,68.0,65.0,52.0,55.0,23-24
242369,Arnau Puigmal,Arnau Puigmal Martínez,23,Almería,"CAM, CM, RM",66,69.0,58.0,67.0,69.0,57.0,53.0,23-24
260044,Lautaro,Lautaro de León Billar,23,Celta de Vigo,ST,66,63.0,67.0,46.0,65.0,20.0,59.0,23-24
255140,Pablo Gozálbez,Pablo Gozálbez Gilabert,23,Valencia,"CAM, CM",66,58.0,66.0,64.0,69.0,49.0,49.0,23-24
260546,Urko González,Urko González de Zárate Quirós,23,Real Sociedad,CB,66,50.0,43.0,59.0,52.0,66.0,68.0,23-24
243604,Juan Cruz,Juan Cruz Díaz Espósito,23,Real Betis,"LM, CAM, RM",66,75.0,63.0,64.0,69.0,32.0,35.0,23-24
244394,Clemente,Enrique Clemente Maza,23,Las Palmas,"CB, LB",66,71.0,32.0,53.0,52.0,66.0,69.0,23-24
243431,Miguel Rubio,Miguel Ángel Rubio Lestán,23,Granada,CB,66,41.0,29.0,39.0,42.0,64.0,68.0,23-24
255461,Barbero,Iván Martínez Gonzálvez,23,Osasuna,ST,66,69.0,66.0,50.0,62.0,21.0,63.0,23-24
271222,M. Mbaye,Mamadou Mbaye,23,Cádiz,CB,66,57.0,29.0,54.0,45.0,67.0,66.0,23-24
256059,Alkain,Xeber Alkain Mitxelena,23,Deportivo Alavés,"RM, RW",66,75.0,63.0,59.0,70.0,24.0,50.0,23-24
268411,Vinícius Tobías,Vinícius Tobías da Silva,23,Real Madrid,"RB, RM",65,74.0,44.0,51.0,68.0,61.0,61.0,23-24
264110,Javi Llabrés,Javier Llabrés Exposito,23,Mallorca,"LM, RM",65,82.0,60.0,57.0,68.0,31.0,49.0,23-24
266687,Tiago Ribeiro,Tiago Miguel Hora Ribeiro,23,Valencia,CDM,65,63.0,63.0,69.0,61.0,62.0,62.0,23-24
257207,M. Šviderský,Martin Šviderský,23,Almería,"CDM, CB",65,67.0,43.0,61.0,63.0,63.0,62.0,23-24
263227,W. Swedberg,Williot Theo Swedberg,23,Celta de Vigo,"LM, CM, LW",65,72.0,60.0,60.0,67.0,48.0,59.0,23-24
263634,Gui Guedes,Guilherme Borges Guedes,23,Almería,CM,65,66.0,54.0,64.0,66.0,57.0,58.0,23-24
264116,Iturbe,Alejandro Iturbe Encabo,23,Atlético Madrid,GK,65,,,,,,,23-24
252870,E. Demir,Emre Demir,23,FC Barcelona,"CAM, RW, LW",65,70.0,58.0,64.0,69.0,37.0,53.0,23-24
266136,Peter,Peter Federico Gonzalez Carmona,23,Real Madrid,"RW, LW, RB",65,75.0,58.0,56.0,69.0,37.0,44.0,23-24
263646,Bastida,Álvaro Bastida Moya,23,Cádiz,"CDM, CM",65,56.0,41.0,56.0,55.0,65.0,51.0,23-24
245632,Miguel Morro,Miguel Ángel Morro Muñoz,23,Rayo Vallecano,GK,65,,,,,,,23-24
264105,Pep Gayà,Josep Antoni Gayá Martínez,23,Mallorca,CB,65,51.0,32.0,49.0,48.0,65.0,72.0,23-24
264698,Luiz Henrique,Luiz Henrique André Rosa da Silva,23,Real Betis,"RM, LM",65,78.0,67.0,58.0,66.0,40.0,56.0,23-24
266157,Álvaro Sanz,Álvaro Sanz Catalán,23,FC Barcelona,CDM,65,55.0,47.0,62.0,66.0,63.0,51.0,23-24
255860,Julio Martínez,Julio Martínez Cortés,23,Granada,"ST, CAM",65,75.0,65.0,54.0,65.0,19.0,55.0,23-24
240860,José Lara,José Alonso Lara,23,Real Betis,"RM, LM",65,70.0,63.0,61.0,71.0,33.0,36.0,23-24
245331,Jordi Escobar,Jordi Escobar Fernández,23,Real Betis,"ST, LW",65,59.0,68.0,51.0,61.0,18.0,57.0,23-24
245601,C. Sánchez,Christian Joel Sánchez Leal,23,Celta de Vigo,GK,65,,,,,,,23-24
262508,Ander Martín,Ander Martín Odriozola,23,Real Sociedad,"LW, LB",65,71.0,62.0,61.0,68.0,50.0,52.0,23-24
258534,Diego Conde,Diego José Conde Alcolado,23,Getafe,GK,65,,,,,,,23-24
270834,A. Rebbach,Abderrahman Rebbach,23,Deportivo Alavés,"LM, RM, CAM",65,64.0,69.0,59.0,69.0,36.0,60.0,23-24
271672,Joel del Pino,Joel del Pino Lorenzo,23,Las Palmas,"LM, LB",65,63.0,55.0,67.0,60.0,53.0,56.0,23-24
265194,Iker Bravo,Iker Bravo Solanilla,23,Real Madrid,"ST, RM",64,69.0,64.0,50.0,62.0,23.0,57.0,23-24
258507,Obrador,Rafael Obrador Burguera,23,Real Madrid,LB,64,79.0,31.0,47.0,56.0,60.0,62.0,23-24
263945,Alberto Moreno,Alberto Moreno Rebanal,23,Atlético Madrid,CM,64,67.0,60.0,63.0,68.0,53.0,55.0,23-24
263197,Ethyan,Ethyan Jesús González Morales,23,Atlético Madrid,ST,64,64.0,64.0,58.0,60.0,31.0,60.0,23-24
271035,Luis Bilbao,Luis Bilbao Aréchaga,23,Athletic Club,"LM, RM",64,76.0,59.0,60.0,67.0,20.0,53.0,23-24
254787,Pepe Sánchez,José Sánchez Martínez,23,Granada,"CB, RB",64,66.0,48.0,58.0,60.0,64.0,63.0,23-24
256882,Javi Cueto,Javier Cueto Suárez,23,Atlético Madrid,ST,64,66.0,64.0,50.0,62.0,25.0,71.0,23-24
241532,Moha Ramos,Mohamed Airam Ramos Wade,23,Las Palmas,GK,64,,,,,,,23-24
264158,Diego Moreno,Diego Moreno Garbayo,23,Osasuna,RB,64,73.0,38.0,55.0,60.0,60.0,61.0,23-24
271223,M. Diarra,Mamady Diarra,23,Cádiz,"LM, RM, LB",64,81.0,53.0,54.0,65.0,49.0,51.0,23-24
237823,H. Abe,安部 裕葵,23,FC Barcelona,"LW, RW",64,84.0,59.0,54.0,67.0,33.0,59.0,23-24
251757,Javi Gómez,Javier Gómez Castroverde,23,Celta de Vigo,"LM, CAM, RM",64,73.0,64.0,61.0,68.0,28.0,41.0,23-24
264347,Medrano,Fernando Medrano Gastañaga,23,Celta de Vigo,LB,64,68.0,38.0,55.0,60.0,58.0,46.0,23-24
257110,Fran González,Francisco Manuel Gonzalez Verjara,23,Atlético Madrid,CB,64,49.0,28.0,45.0,46.0,61.0,74.0,23-24
258183,Diego Fuoli,Diego Licinio Lázaro Fuoli,23,Almería,GK,64,,,,,,,23-24
264406,L. Spatz,Lautaro Marco Spatz,23,Cádiz,"CB, RB",64,54.0,42.0,51.0,44.0,64.0,63.0,23-24
231695,Aritz Castro,Aritz Castro Pérez,23,Deportivo Alavés,GK,64,,,,,,,23-24
235521,Àlex Carbonell,Alejandro Carbonell Vallés,23,FC Barcelona,"CM, CDM",64,44.0,60.0,63.0,68.0,63.0,59.0,23-24
264490,Noel,Noel López de la Fuente,23,Real Madrid,ST,63,67.0,63.0,55.0,63.0,28.0,47.0,23-24
258730,Miguel Rodríguez,Miguel Rodríguez Vidal,23,Celta de Vigo,"RM, LM",63,64.0,52.0,61.0,64.0,33.0,54.0,23-24
264735,Ricard Artero,Ricard Artero Ruiz,23,Girona,"CAM, LB, RM",63,67.0,60.0,60.0,65.0,56.0,58.0,23-24
265396,Carlos Martín,Carlos Martín Domínguez,23,Atlético Madrid,"ST, RW",63,77.0,63.0,56.0,66.0,28.0,60.0,23-24
266031,Rubén Iranzo,Rubén Iranzo Lendínez,23,Valencia,"CB, RB",63,55.0,39.0,50.0,47.0,63.0,64.0,23-24
258923,Arribas,Sergio Arribas Calvo,23,Real Madrid,"CAM, RW, LW",63,63.0,53.0,54.0,69.0,33.0,50.0,23-24
271193,Antonio Gomis,Antonio Gomis Alemañ,23,Atlético Madrid,GK,63,,,,,,,23-24
265726,César Tárrega,César Tárrega Requeni,23,Valencia,CB,63,58.0,40.0,51.0,49.0,63.0,60.0,23-24
271037,Adu Ares,Malcom Adu Ares Djaló,23,Athletic Club,"RM, LM",63,79.0,63.0,56.0,67.0,22.0,49.0,23-24
264081,Pablo Gálvez,Pablo Gálvez Miranda,23,Mallorca,"ST, CAM",63,65.0,63.0,46.0,64.0,19.0,61.0,23-24
264170,Luis López,Luis Federico López Andúgar,23,Real Madrid,GK,63,,,,,,,23-24
258729,Gabri Veiga,Gabriel Veiga Novas,23,Celta de Vigo,"CAM, CM",63,67.0,61.0,58.0,65.0,40.0,54.0,23-24
259580,Ángel Jiménez,Ángel Jiménez Gallego,23,Granada,GK,63,,,,,,,23-24
259581,Sergio Barcia,Sergio Barcia Larenxeira,23,Celta de Vigo,"RB, CB",63,61.0,32.0,49.0,54.0,63.0,62.0,23-24
264159,Iker Benito,Iker Benito Sánchez,23,Osasuna,RM,63,71.0,58.0,58.0,66.0,35.0,43.0,23-24
264326,Toni Fuidias,Toni Fuidias Ribera,23,Girona,GK,63,,,,,,,23-24
259524,Aitor Paredes,Aitor Paredes Casamichana,23,Athletic Club,CB,63,57.0,31.0,38.0,47.0,63.0,64.0,23-24
241488,Sillero,Jon Sillero Monreal,23,Athletic Club,"CB, RB",63,66.0,43.0,53.0,54.0,65.0,62.0,23-24
259747,I. Diabate,Ibrahim Yalatif Diabate,23,Mallorca,ST,63,75.0,63.0,50.0,58.0,18.0,65.0,23-24
262260,Mini,Sergio Guerrero Romero,23,Atlético Madrid,CM,63,64.0,52.0,64.0,62.0,62.0,54.0,23-24
241013,Adri López,Adrián López Garrote,23,Granada,GK,63,,,,,,,23-24
255953,Ander Iru,Ander Iruarrizaga Díez,23,Athletic Club,GK,63,,,,,,,23-24
265729,Monjonell,Eric Monjonell Torras,23,Girona,CB,63,54.0,33.0,49.0,52.0,63.0,64.0,23-24
264160,Pablo Ibáñez,Pablo Ibáñez Lumbreras,23,Osasuna,"CM, CB",63,54.0,54.0,60.0,58.0,58.0,55.0,23-24
244647,Echu,Jesús Rodríguez Ortuño,23,Granada,"LM, CAM",63,72.0,58.0,59.0,64.0,23.0,40.0,23-24
262954,Fabio Blanco,Fabio Blanco Gómez,23,FC Barcelona,RW,62,73.0,56.0,55.0,66.0,28.0,47.0,23-24
271034,Álex Padilla,Alejandro Padilla Pérez,23,Athletic Club,GK,62,,,,,,,23-24
266158,Estanis,Estanislau Pedrola Fortuny,23,FC Barcelona,"RW, LW",62,72.0,62.0,53.0,64.0,24.0,48.0,23-24
266436,Javi Guerra,Javier Guerra Moreno,23,Valencia,CM,62,59.0,54.0,63.0,62.0,53.0,57.0,23-24
259317,Cañizares,Lucas Cañizares Conchello,23,Real Madrid,GK,62,,,,,,,23-24
259314,Pere Joan,Pere Joan García Bauzà,23,Mallorca,GK,62,,,,,,,23-24
262309,Iker Piedra,Iker Piedra Blanco,23,Girona,GK,62,,,,,,,23-24
271438,Marco Moreno,Marco Moreno Ojeda,23,Atlético Madrid,CB,62,57.0,33.0,43.0,45.0,60.0,71.0,23-24
264238,Diego López,Diego López Noguerol,23,Valencia,"ST, LM",62,73.0,61.0,54.0,62.0,34.0,49.0,23-24
264092,Alan Godoy,Alan Godoy Domínguez,23,Deportivo Alavés,"ST, LM",62,74.0,61.0,48.0,68.0,31.0,43.0,23-24
264239,David Cuenca,David Cuenca Barreno,23,Almería,"LB, CB",62,76.0,42.0,52.0,58.0,57.0,58.0,23-24
265520,Unai Marrero,Unai Marrero Larrañaga,23,Real Sociedad,GK,62,,,,,,,23-24
271459,Víctor Aznar,Víctor Wehbi Aznar Ussen,23,Cádiz,GK,62,,,,,,,23-24
264098,A. Akurugu,Amankwaa Akurugu,23,Getafe,LB,62,73.0,29.0,46.0,56.0,58.0,55.0,23-24
264172,Carmona,José Ángel Carmona Navarro,23,Sevilla,"RB, CB",62,63.0,46.0,47.0,51.0,61.0,59.0,23-24
269641,Iker Álvarez,Iker Álvarez de Eulate,23,Villarreal,GK,62,,,,,,,23-24
246760,Álex Pachón,Alejandro Pachón Párraga,23,Las Palmas,ST,62,70.0,61.0,46.0,58.0,19.0,63.0,23-24
256900,A. Mahmoud,Abdallahi Mohamed Mahmoud,23,Deportivo Alavés,"CM, CDM, CB",62,59.0,51.0,53.0,60.0,61.0,69.0,23-24
257248,Martín,Martín Solar Ruiz,23,Granada,"CM, CAM",62,63.0,56.0,65.0,63.0,54.0,54.0,23-24
262320,Diego Guti,Diego Gutiérrez Chinea,23,Las Palmas,"CDM, CM",62,60.0,44.0,56.0,63.0,61.0,55.0,23-24
246281,Emilio Bernad,Emilio Bernard Sánchez,23,Valencia,GK,62,,,,,,,23-24
260828,Rubén de Tomás,Rubén de Tomás Gómez,23,Rayo Vallecano,"LM, RM, CAM",62,64.0,63.0,60.0,64.0,30.0,44.0,23-24
264161,Pablo Valencia,Pablo Valencia García,23,Osasuna,GK,62,,,,,,,23-24
264852,Tovar,Jaume Tovar Seguí,23,Mallorca,ST,62,60.0,60.0,46.0,59.0,21.0,71.0,23-24
259363,Unai Dufur,Unai Dufur Espelosín,23,Osasuna,"CB, RB",62,63.0,27.0,40.0,39.0,64.0,58.0,23-24
271690,Marc Tenas,Marc Tenas Ureña,23,Deportivo Alavés,ST,62,54.0,67.0,46.0,58.0,22.0,51.0,23-24
271810,Álex Revuelta,Alejandro Revuelta Montero,23,Getafe,CB,62,66.0,31.0,41.0,42.0,61.0,70.0,23-24
254263,Esquerdo,Vicente Esquerdo Santas,23,Valencia,CM,62,64.0,53.0,64.0,66.0,48.0,53.0,23-24
259419,T. Nakai,中井 卓大,23,Real Madrid,CAM,61,58.0,50.0,59.0,66.0,31.0,47.0,23-24
264845,Julen Jon,Julen Jon Guerrero Landabaso,23,Real Madrid,"CAM, CM, ST",61,70.0,53.0,57.0,58.0,38.0,60.0,23-24
264166,Manu Morillo,Manuel Morillo León,23,Real Betis,"ST, RM, LM",61,68.0,61.0,45.0,62.0,21.0,52.0,23-24
271755,Kike Salas,Enrique Jesús Salas Valiente,23,Sevilla,CB,61,60.0,24.0,33.0,37.0,61.0,68.0,23-24
256058,Pablo Pérez,Pablo Pérez Rico,23,Sevilla,"LB, LW",61,61.0,35.0,52.0,55.0,57.0,56.0,23-24
271414,K. Etta Eyong,Karl Edouard Blaise Etta Eyong,23,Cádiz,"CDM, CM",61,60.0,37.0,52.0,55.0,61.0,62.0,23-24
271687,Kikín,José Antonio Ángel García,23,Cádiz,RB,61,71.0,35.0,42.0,59.0,61.0,52.0,23-24
267717,Manu Lama,Manuel Lama Maroto,23,Atlético Madrid,"CB, CDM, CM",61,58.0,41.0,52.0,48.0,61.0,63.0,23-24
268120,Vere,Alejandro Asensio Crespillo,23,Rayo Vallecano,"LM, RM, LB",61,57.0,50.0,61.0,60.0,43.0,46.0,23-24
265730,Biel Farrés,Biel Farrés del Castillo,23,Girona,CB,61,60.0,33.0,48.0,53.0,62.0,61.0,23-24
245628,A. Abqar,Abdelkabir Abqar,23,Deportivo Alavés,CB,61,40.0,30.0,42.0,47.0,61.0,61.0,23-24
264094,Carlos Beitia,Carlos Beitia Cardos,23,Celta de Vigo,"CM, RM, LM",61,63.0,47.0,57.0,63.0,46.0,57.0,23-24
264237,Joseda,José David Menargues,23,Valencia,"RB, CB",61,55.0,48.0,56.0,57.0,60.0,60.0,23-24
271412,Imanol Baz,Imanol Baz Berganza,23,Deportivo Alavés,CB,61,62.0,33.0,41.0,48.0,66.0,55.0,23-24
271518,Joseda Álvarez,José David Álvarez Adsuar,23,Deportivo Alavés,RB,61,62.0,32.0,36.0,54.0,66.0,59.0,23-24
258689,Diego Bri,Diego Vicente Bri Carrazoni,23,Atlético Madrid,"LM, RM",60,55.0,56.0,59.0,64.0,24.0,30.0,23-24
264169,Marchena,Antonio Marchena Millán,23,Real Betis,"CM, CAM",60,60.0,49.0,56.0,58.0,46.0,56.0,23-24
253216,Adrián,Adrián Rodríguez Giménez,23,Deportivo Alavés,GK,60,,,,,,,23-24
264076,D. Vraciu,Andrei David Silviu Vraciu,23,Almería,"CAM, CM",60,63.0,54.0,60.0,59.0,41.0,47.0,23-24
265405,Owono,Jesús Lázaro Owono Ngua Akeng,23,Deportivo Alavés,GK,60,,,,,,,23-24
267958,Tomás Mendes,Tomás Alage Mendes Mendes,23,Deportivo Alavés,CM,60,53.0,53.0,54.0,58.0,50.0,55.0,23-24
267959,Álex Balboa,Alejandro Balboa Bandeira,23,Deportivo Alavés,CM,60,63.0,53.0,53.0,60.0,48.0,53.0,23-24
255337,R. Johansson,Ryan Johansson,23,Sevilla,"CDM, RB",60,63.0,42.0,58.0,58.0,56.0,57.0,23-24
271442,Lluc Matas,Lluc Matas García,23,Girona,GK,60,,,,,,,23-24
245599,Darío Ramos,Darío Ramos Pinazo,23,Osasuna,GK,60,,,,,,,23-24
264175,Pedro Ortiz,Pedro Ortiz Bernat,23,Sevilla,"CM, CAM",60,62.0,56.0,53.0,59.0,49.0,58.0,23-24
267576,Quintela,Adrián Quintela Moya,23,Rayo Vallecano,GK,60,,,,,,,23-24
260195,John Patrick,John Joe Patrick Finn Benoa,23,Getafe,"CAM, ST, CM",59,65.0,58.0,48.0,59.0,20.0,54.0,23-24
264095,Hugo Sotelo,Hugo Sotelo Gómez,23,Celta de Vigo,RM,59,65.0,59.0,53.0,62.0,26.0,46.0,23-24
264164,Fran Delgado,Francisco Javier Delgado Rojano,23,Real Betis,"RB, RM",59,67.0,34.0,42.0,55.0,56.0,53.0,23-24
246592,Algobia,Ángel Algobia Esteves,23,Getafe,CM,59,33.0,55.0,58.0,59.0,54.0,40.0,23-24
271488,Adrián González,Adrián González Moyano,23,Sevilla,GK,59,,,,,,,23-24
260670,Raúl Blanco,Raúl Blanco Juncal,23,Celta de Vigo,CM,58,65.0,50.0,56.0,59.0,49.0,43.0,23-24
264097,Alex Rodríguez,Alejandro Rodríguez Lorite,23,Getafe,RB,58,60.0,26.0,42.0,49.0,56.0,57.0,23-24
270730,Jaime Durán,Jaime Durán Jiménez,23,Mallorca,GK,57,,,,,,,23-24
269630,Marc Llinares,Marc Llinares Barragán,23,Osasuna,LB,57,73.0,27.0,43.0,52.0,52.0,59.0,23-24
200389,J. Oblak,Jan Oblak,22,Atlético Madrid,GK,91,,,,,,,22-23
192448,M. ter Stegen,Marc-André ter Stegen,22,FC Barcelona,GK,90,,,,,,,22-23
192119,T. Courtois,Thibaut Nicolas Marc Courtois,22,Real Madrid,GK,89,,,,,,,22-23
165153,K. Benzema,Karim Benzema,22,Real Madrid,"CF, ST",89,76.0,86.0,81.0,87.0,39.0,77.0,22-23
200145,Casemiro,Carlos Henrique Venancio Casimiro,22,Real Madrid,CDM,89,65.0,73.0,76.0,73.0,86.0,90.0,22-23
176580,L. Suárez,Luis Alberto Suárez Díaz,22,Atlético Madrid,ST,88,72.0,90.0,82.0,84.0,47.0,83.0,22-23
182521,T. Kroos,Toni Kroos,22,Real Madrid,CM,88,53.0,81.0,91.0,81.0,71.0,68.0,22-23
228702,F. de Jong,Frenkie de Jong,22,FC Barcelona,"CM, CDM, CB",87,81.0,69.0,85.0,88.0,77.0,78.0,22-23
153079,S. Agüero,Sergio Leonel Agüero del Castillo,22,FC Barcelona,ST,87,71.0,89.0,75.0,87.0,33.0,69.0,22-23
177003,L. Modrić,Luka Modrić,22,Real Madrid,CM,87,73.0,76.0,89.0,88.0,72.0,66.0,22-23
226161,Marcos Llorente,Marcos Llorente Moreno,22,Atlético Madrid,"CM, RM, ST",86,88.0,80.0,81.0,82.0,78.0,82.0,22-23
189332,Jordi Alba,Jordi Alba Ramos,22,FC Barcelona,"LB, LM",86,86.0,69.0,81.0,83.0,77.0,71.0,22-23
189511,Sergio Busquets,Sergio Busquets i Burgos,22,FC Barcelona,"CDM, CM",86,42.0,62.0,79.0,80.0,82.0,75.0,22-23
189513,Parejo,Daniel Parejo Muñoz,22,Villarreal,CM,86,50.0,83.0,90.0,81.0,71.0,69.0,22-23
208093,Gerard Moreno,Gerard Moreno Balagueró,22,Villarreal,"ST, RM, RW",86,79.0,86.0,77.0,84.0,46.0,73.0,22-23
230142,Oyarzabal,Mikel Oyarzabal Ugarte,22,Real Sociedad,"LW, RW",85,82.0,82.0,81.0,84.0,41.0,63.0,22-23
